slug,title,category,provided_fields,found_count,found_paths,guessed_paths,needs_attention
the-girl-who-danced-with-the-wind,The Girl Who Danced with the Wind,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-danced-with-the-wind_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-danced-with-the-wind_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-danced-with-the-wind_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-danced-with-the-wind_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-danced-with-the-wind_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-danced-with-the-wind_3.png,OK
the-girl-who-could-speak-to-animals,The Girl Who Could Speak to Animals,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-speak-to-animals_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-speak-to-animals_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-speak-to-animals_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-speak-to-animals_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-speak-to-animals_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-speak-to-animals_3.png,OK
the-girl-who-collected-echoes,The Girl Who Collected Echoes,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-collected-echoes_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-collected-echoes_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-collected-echoes_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-collected-echoes_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-collected-echoes_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-collected-echoes_3.png,OK
the-fox-who-couldn-t-lie,The Fox Who Couldn't Lie,Bedtime,,0,,,YES
the-forest-that-remembered,The Forest That Remembered,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-remembered_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-remembered_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-remembered_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-remembered_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-remembered_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-remembered_3.png,OK
the-cloud-catcher-s-kite,The Cloud Catcher’s Kite,Bedtime,,0,,,YES
the-boy-who-befriended-a-cloud,the boy who befriended a cloud,Nature,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-befriended-a-cloud_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-befriended-a-cloud_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-befriended-a-cloud_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-befriended-a-cloud_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-befriended-a-cloud_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-befriended-a-cloud_3.png,OK
the-boy-who-borrowed-the-moon,the boy who borrowed the moon,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-borrowed-the-moon_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-borrowed-the-moon_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-borrowed-the-moon_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-borrowed-the-moon_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-borrowed-the-moon_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-borrowed-the-moon_3.png,OK
the-boy-who-sketched-the-wind,The Boy Who Sketched the Wind,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-sketched-the-wind_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-sketched-the-wind_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-sketched-the-wind_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-sketched-the-wind_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-sketched-the-wind_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-sketched-the-wind_3.png,OK
the-cat-who-rode-the-wind,The Cat Who Rode the Wind,Nature,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cat-who-rode-the-wind_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cat-who-rode-the-wind_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cat-who-rode-the-wind_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cat-who-rode-the-wind_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cat-who-rode-the-wind_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cat-who-rode-the-wind_3.png,OK
the-clockmaker-s-magical-hourglass,The Clockmaker’s Magical Hourglass,Bedtime,,0,,,YES
the-candy-lab-that-got-carried-away,The Candy Lab That Got Carried Away,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-candy-lab-that-got-carried-away_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-candy-lab-that-got-carried-away_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-candy-lab-that-got-carried-away_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-candy-lab-that-got-carried-away_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-candy-lab-that-got-carried-away_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-candy-lab-that-got-carried-away_3.png,OK
the-boy-who-could-hear-stars,The Boy Who Could Hear Stars,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-could-hear-stars_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-could-hear-stars_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-could-hear-stars_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-could-hear-stars_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-could-hear-stars_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-boy-who-could-hear-stars_3.png,OK
the-girl-and-the-map-of-dreams,The Girl and the Map of Dreams,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-map-of-dreams_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-map-of-dreams_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-map-of-dreams_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-map-of-dreams_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-map-of-dreams_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-map-of-dreams_3.png,OK
the-pebble-that-changed-the-world,The Pebble That Changed the World,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pebble-that-changed-the-world_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pebble-that-changed-the-world_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pebble-that-changed-the-world_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pebble-that-changed-the-world_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pebble-that-changed-the-world_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pebble-that-changed-the-world_3.png,OK
the-forest-that-sang-back,The Forest That Sang Back,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-sang-back_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-sang-back_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-sang-back_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-sang-back_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-sang-back_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-forest-that-sang-back_3.png,OK
the-girl-who-caught-the-sunlight,The Girl Who Caught the Sunlight,Nature,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-caught-the-sunlight_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-caught-the-sunlight_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-caught-the-sunlight_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-caught-the-sunlight_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-caught-the-sunlight_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-caught-the-sunlight_3.png,OK
the-kite-that-knew-the-way,The Kite That Knew the Way,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-kite-that-knew-the-way_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-kite-that-knew-the-way_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-kite-that-knew-the-way_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-kite-that-knew-the-way_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-kite-that-knew-the-way_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-kite-that-knew-the-way_3.png,OK
the-secret-that-lived-in-the-tree,The Secret That Lived in the Tree,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-secret-that-lived-in-the-tree_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-secret-that-lived-in-the-tree_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-secret-that-lived-in-the-tree_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-secret-that-lived-in-the-tree_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-secret-that-lived-in-the-tree_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-secret-that-lived-in-the-tree_3.png,OK
the-girl-who-wrote-letters-to-the-stars,The Girl Who Wrote Letters to the Stars,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-letters-to-the-stars_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-letters-to-the-stars_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-letters-to-the-stars_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-letters-to-the-stars_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-letters-to-the-stars_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-letters-to-the-stars_3.png,OK
the-mountain-that-could-feel-feelings,The Mountain That Could Feel Feelings,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mountain-that-could-feel-feelings_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mountain-that-could-feel-feelings_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mountain-that-could-feel-feelings_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mountain-that-could-feel-feelings_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mountain-that-could-feel-feelings_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mountain-that-could-feel-feelings_3.png,OK
the-library-of-invisible-books,The Library of Invisible Books,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-library-of-invisible-books_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-library-of-invisible-books_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-library-of-invisible-books_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-library-of-invisible-books_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-library-of-invisible-books_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-library-of-invisible-books_3.png,OK
the-girl-who-brought-colors-to-the-sky,The Girl Who Brought Colors to the Sky,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-brought-colors-to-the-sky_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-brought-colors-to-the-sky_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-brought-colors-to-the-sky_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-brought-colors-to-the-sky_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-brought-colors-to-the-sky_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-brought-colors-to-the-sky_3.png,OK
the-song-the-wind-carried,The Song the Wind Carried,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-song-the-wind-carried_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-song-the-wind-carried_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-song-the-wind-carried_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-song-the-wind-carried_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-song-the-wind-carried_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-song-the-wind-carried_3.png,OK
the-bridge-that-only-appeared-at-sunset,The Bridge That Only Appeared at Sunset,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-bridge-that-only-appeared-at-sunset_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-bridge-that-only-appeared-at-sunset_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-bridge-that-only-appeared-at-sunset_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-bridge-that-only-appeared-at-sunset_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-bridge-that-only-appeared-at-sunset_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-bridge-that-only-appeared-at-sunset_3.png,OK
the-cloud-that-carried-wishes,The Cloud That Carried Wishes,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-carried-wishes_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-carried-wishes_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-carried-wishes_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-carried-wishes_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-carried-wishes_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-carried-wishes_3.png,OK
the-feather-that-waited,The Feather That Waited,Nature,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-feather-that-waited_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-feather-that-waited_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-feather-that-waited_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-feather-that-waited_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-feather-that-waited_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-feather-that-waited_3.png,OK
the-girl-who-could-see-music,The Girl Who Could See Music,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-see-music_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-see-music_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-see-music_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-see-music_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-see-music_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-could-see-music_3.png,OK
the-garden-of-forgotten-things,The Garden of Forgotten Things,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-garden-of-forgotten-things_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-garden-of-forgotten-things_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-garden-of-forgotten-things_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-garden-of-forgotten-things_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-garden-of-forgotten-things_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-garden-of-forgotten-things_3.png,OK
the-moon-that-waited,The Moon That Waited,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-moon-that-waited_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-moon-that-waited_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-moon-that-waited_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-moon-that-waited_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-moon-that-waited_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-moon-that-waited_3.png,OK
the-girl-who-wrote-the-sky,The Girl Who Wrote the Sky,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-the-sky_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-the-sky_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-the-sky_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-the-sky_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-the-sky_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-wrote-the-sky_3.png,OK
the-rain-that-remembered-her-name,The Rain That Remembered Her Name,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-rain-that-remembered-her-name_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-rain-that-remembered-her-name_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-rain-that-remembered-her-name_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-rain-that-remembered-her-name_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-rain-that-remembered-her-name_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-rain-that-remembered-her-name_3.png,OK
the-sandcastle-that-stayed,The Sandcastle That Stayed,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-sandcastle-that-stayed_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-sandcastle-that-stayed_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-sandcastle-that-stayed_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-sandcastle-that-stayed_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-sandcastle-that-stayed_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-sandcastle-that-stayed_3.png,OK
the-memory-tree,The Memory Tree,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-memory-tree_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-memory-tree_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-memory-tree_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-memory-tree_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-memory-tree_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-memory-tree_3.png,OK
the-star-that-followed-her-home,The Star That Followed Her Home,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-star-that-followed-her-home_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-star-that-followed-her-home_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-star-that-followed-her-home_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-star-that-followed-her-home_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-star-that-followed-her-home_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-star-that-followed-her-home_3.png,OK
the-voice-that-could-calm-storms,The Voice That Could Calm Storms,Nature,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-voice-that-could-calm-storms_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-voice-that-could-calm-storms_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-voice-that-could-calm-storms_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-voice-that-could-calm-storms_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-voice-that-could-calm-storms_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-voice-that-could-calm-storms_3.png,OK
the-girl-and-the-dream-that-never-faded,The Girl and the Dream That Never Faded,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-dream-that-never-faded_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-dream-that-never-faded_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-dream-that-never-faded_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-dream-that-never-faded_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-dream-that-never-faded_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-dream-that-never-faded_3.png,OK
the-pencil-that-could-draw-the-future,The Pencil That Could Draw the Future,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pencil-that-could-draw-the-future_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pencil-that-could-draw-the-future_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pencil-that-could-draw-the-future_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pencil-that-could-draw-the-future_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pencil-that-could-draw-the-future_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-pencil-that-could-draw-the-future_3.png,OK
the-blanket-that-remembered-stories,The Blanket That Remembered Stories,Bedtime,,0,,,YES
the-boy-and-the-night-that-wouldn-t-end,The Boy and the Night That Wouldn’t End,Bedtime,,0,,,YES
the-mirror-that-showed-who-you-could-be,The Mirror That Showed Who You Could Be,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mirror-that-showed-who-you-could-be_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mirror-that-showed-who-you-could-be_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mirror-that-showed-who-you-could-be_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mirror-that-showed-who-you-could-be_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mirror-that-showed-who-you-could-be_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-mirror-that-showed-who-you-could-be_3.png,OK
the-treehouse-at-the-end-of-the-rainbow,The Treehouse at the End of the Rainbow,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-treehouse-at-the-end-of-the-rainbow_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-treehouse-at-the-end-of-the-rainbow_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-treehouse-at-the-end-of-the-rainbow_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-treehouse-at-the-end-of-the-rainbow_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-treehouse-at-the-end-of-the-rainbow_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-treehouse-at-the-end-of-the-rainbow_3.png,OK
the-girl-and-the-feather-that-floated-forever,The Girl and the Feather That Floated Forever,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-feather-that-floated-forever_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-feather-that-floated-forever_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-feather-that-floated-forever_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-feather-that-floated-forever_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-feather-that-floated-forever_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-and-the-feather-that-floated-forever_3.png,OK
the-cloud-that-wanted-a-name,The Cloud That Wanted a Name,Friendship,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-wanted-a-name_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-wanted-a-name_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-wanted-a-name_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-wanted-a-name_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-wanted-a-name_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-cloud-that-wanted-a-name_3.png,OK
the-girl-who-painted-with-butterflies,The Girl Who Painted with Butterflies,Bedtime,,3,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-painted-with-butterflies_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-painted-with-butterflies_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-painted-with-butterflies_3.png,C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-painted-with-butterflies_1.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-painted-with-butterflies_2.png;C:\Users\Dell Latitude 5420\Documents\belutales\assets\images\the-girl-who-painted-with-butterflies_3.png,OK
